country,year,month,gasoline_price_usd_per_liter,source,frequency,,date
India,2023,12,1.03,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-12-01
Netherlands,2019,1,1.68,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-01-01
Netherlands,2019,2,1.68,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-02-01
Netherlands,2019,3,1.68,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-03-01
Netherlands,2019,4,1.75,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-04-01
Netherlands,2019,5,1.75,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-05-01
Netherlands,2019,6,1.75,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-06-01
Netherlands,2019,7,1.72,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-07-01
Netherlands,2019,8,1.72,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-08-01
Netherlands,2019,9,1.72,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-09-01
Netherlands,2019,10,1.65,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-10-01
Netherlands,2019,11,1.65,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-11-01
Netherlands,2019,12,1.65,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-12-01
Netherlands,2020,1,1.55,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-01-01
Netherlands,2020,2,1.55,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-02-01
Netherlands,2020,3,1.55,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-03-01
Netherlands,2020,4,1.42,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-04-01
Netherlands,2020,5,1.42,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-05-01
Netherlands,2020,6,1.42,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-06-01
Netherlands,2020,7,1.5,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-07-01
Netherlands,2020,8,1.5,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-08-01
Netherlands,2020,9,1.5,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-09-01
Netherlands,2020,10,1.52,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-10-01
Netherlands,2020,11,1.52,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-11-01
Netherlands,2020,12,1.52,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-12-01
Netherlands,2021,1,1.58,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-01-01
Netherlands,2021,2,1.58,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-02-01
Netherlands,2021,3,1.58,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-03-01
Netherlands,2021,4,1.68,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-04-01
Netherlands,2021,5,1.68,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-05-01
Netherlands,2021,6,1.68,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-06-01
Netherlands,2021,7,1.78,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-07-01
Netherlands,2021,8,1.78,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-08-01
Netherlands,2021,9,1.78,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-09-01
Netherlands,2021,10,1.92,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-10-01
Netherlands,2021,11,1.92,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-11-01
Netherlands,2021,12,1.92,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-12-01
Netherlands,2022,1,2.1,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-01-01
Netherlands,2022,2,2.1,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-02-01
Netherlands,2022,3,2.1,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-03-01
Netherlands,2022,4,2.38,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-04-01
Netherlands,2022,5,2.38,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-05-01
Netherlands,2022,6,2.38,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-06-01
Netherlands,2022,7,2.25,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-07-01
Netherlands,2022,8,2.25,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-08-01
Netherlands,2022,9,2.25,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-09-01
Netherlands,2022,10,2.08,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-10-01
Netherlands,2022,11,2.08,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-11-01
Netherlands,2022,12,2.08,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-12-01
Netherlands,2023,1,1.98,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-01-01
Netherlands,2023,2,1.98,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-02-01
Netherlands,2023,3,1.98,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-03-01
Netherlands,2023,4,2.02,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-04-01
Netherlands,2023,5,2.02,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-05-01
Netherlands,2023,6,2.02,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-06-01
Netherlands,2023,7,2.05,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-07-01
Netherlands,2023,8,2.05,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-08-01
Netherlands,2023,9,2.05,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-09-01
Netherlands,2023,10,1.92,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-10-01
Netherlands,2023,11,1.92,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-11-01
Netherlands,2023,12,1.92,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-12-01
Norway,2019,1,1.71,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-01-01
Norway,2019,2,1.71,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-02-01
Norway,2019,3,1.71,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-03-01
Norway,2019,4,1.8,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-04-01
Norway,2019,5,1.8,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-05-01
Norway,2019,6,1.8,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-06-01
Norway,2019,7,1.75,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-07-01
Norway,2019,8,1.75,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-08-01
Norway,2019,9,1.75,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-09-01
Norway,2019,10,1.65,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-10-01
Norway,2019,11,1.65,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-11-01
Norway,2019,12,1.65,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-12-01
Norway,2020,1,1.52,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-01-01
Norway,2020,2,1.52,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-02-01
Norway,2020,3,1.52,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-03-01
Norway,2020,4,1.4,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-04-01
Norway,2020,5,1.4,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-05-01
Norway,2020,6,1.4,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-06-01
Norway,2020,7,1.48,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-07-01
Norway,2020,8,1.48,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-08-01
Norway,2020,9,1.48,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-09-01
Norway,2020,10,1.5,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-10-01
Norway,2020,11,1.5,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-11-01
Norway,2020,12,1.5,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-12-01
Norway,2021,1,1.55,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-01-01
Norway,2021,2,1.55,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-02-01
Norway,2021,3,1.55,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-03-01
Norway,2021,4,1.65,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-04-01
Norway,2021,5,1.65,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-05-01
Norway,2021,6,1.65,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-06-01
Norway,2021,7,1.72,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-07-01
Norway,2021,8,1.72,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-08-01
Norway,2021,9,1.72,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-09-01
Norway,2021,10,1.88,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-10-01
Norway,2021,11,1.88,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-11-01
Norway,2021,12,1.88,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-12-01
Norway,2022,1,2,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-01-01
Norway,2022,2,2,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-02-01
Norway,2022,3,2,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-03-01
Norway,2022,4,2.35,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-04-01
Norway,2022,5,2.35,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-05-01
Norway,2022,6,2.35,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-06-01
Norway,2022,7,2.2,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-07-01
Norway,2022,8,2.2,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-08-01
Norway,2022,9,2.2,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-09-01
Norway,2022,10,2.05,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-10-01
Norway,2022,11,2.05,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-11-01
Norway,2022,12,2.05,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-12-01
Norway,2023,1,1.9,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-01-01
Norway,2023,2,1.9,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-02-01
Norway,2023,3,1.9,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-03-01
Norway,2023,4,1.95,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-04-01
Norway,2023,5,1.95,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-05-01
Norway,2023,6,1.95,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-06-01
Norway,2023,7,2,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-07-01
Norway,2023,8,2,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-08-01
Norway,2023,9,2,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-09-01
Norway,2023,10,1.88,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-10-01
Norway,2023,11,1.88,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-11-01
Norway,2023,12,1.88,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-12-01
USA,2019,1,0.63,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-01-01
USA,2019,2,0.63,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-02-01
USA,2019,3,0.63,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-03-01
USA,2019,4,0.72,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-04-01
USA,2019,5,0.72,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-05-01
USA,2019,6,0.72,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-06-01
USA,2019,7,0.68,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-07-01
USA,2019,8,0.68,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-08-01
USA,2019,9,0.68,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-09-01
USA,2019,10,0.63,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-10-01
USA,2019,11,0.63,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-11-01
USA,2019,12,0.63,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-12-01
USA,2020,1,0.58,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-01-01
USA,2020,2,0.58,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-02-01
USA,2020,3,0.58,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-03-01
USA,2020,4,0.47,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-04-01
USA,2020,5,0.47,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-05-01
USA,2020,6,0.47,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-06-01
USA,2020,7,0.56,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-07-01
USA,2020,8,0.56,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-08-01
USA,2020,9,0.56,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-09-01
USA,2020,10,0.56,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-10-01
USA,2020,11,0.56,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-11-01
USA,2020,12,0.56,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-12-01
USA,2021,1,0.64,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-01-01
USA,2021,2,0.64,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-02-01
USA,2021,3,0.64,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-03-01
USA,2021,4,0.79,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-04-01
USA,2021,5,0.79,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-05-01
USA,2021,6,0.79,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-06-01
USA,2021,7,0.86,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-07-01
USA,2021,8,0.86,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-08-01
USA,2021,9,0.86,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-09-01
USA,2021,10,0.92,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-10-01
USA,2021,11,0.92,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-11-01
USA,2021,12,0.92,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-12-01
USA,2022,1,1.01,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-01-01
USA,2022,2,1.01,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-02-01
USA,2022,3,1.01,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-03-01
USA,2022,4,1.3,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-04-01
USA,2022,5,1.3,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-05-01
USA,2022,6,1.3,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-06-01
USA,2022,7,1.2,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-07-01
USA,2022,8,1.2,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-08-01
USA,2022,9,1.2,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-09-01
USA,2022,10,1.06,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-10-01
USA,2022,11,1.06,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-11-01
USA,2022,12,1.06,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-12-01
USA,2023,1,0.95,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-01-01
USA,2023,2,0.95,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-02-01
USA,2023,3,0.95,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-03-01
USA,2023,4,1,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-04-01
USA,2023,5,1,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-05-01
USA,2023,6,1,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-06-01
USA,2023,7,1.07,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-07-01
USA,2023,8,1.07,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-08-01
USA,2023,9,1.07,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-09-01
USA,2023,10,0.95,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-10-01
USA,2023,11,0.95,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-11-01
USA,2023,12,0.95,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-12-01
UK,2019,1,1.34,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-01-01
UK,2019,2,1.34,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-02-01
UK,2019,3,1.34,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-03-01
UK,2019,4,1.4,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-04-01
UK,2019,5,1.4,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-05-01
UK,2019,6,1.4,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-06-01
UK,2019,7,1.38,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-07-01
UK,2019,8,1.38,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-08-01
UK,2019,9,1.38,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-09-01
UK,2019,10,1.32,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-10-01
UK,2019,11,1.32,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-11-01
UK,2019,12,1.32,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2019-12-01
UK,2020,1,1.22,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-01-01
UK,2020,2,1.22,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-02-01
UK,2020,3,1.22,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-03-01
UK,2020,4,1.1,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-04-01
UK,2020,5,1.1,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-05-01
UK,2020,6,1.1,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-06-01
UK,2020,7,1.18,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-07-01
UK,2020,8,1.18,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-08-01
UK,2020,9,1.18,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-09-01
UK,2020,10,1.2,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-10-01
UK,2020,11,1.2,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-11-01
UK,2020,12,1.2,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2020-12-01
UK,2021,1,1.25,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-01-01
UK,2021,2,1.25,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-02-01
UK,2021,3,1.25,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-03-01
UK,2021,4,1.36,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-04-01
UK,2021,5,1.36,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-05-01
UK,2021,6,1.36,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-06-01
UK,2021,7,1.42,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-07-01
UK,2021,8,1.42,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-08-01
UK,2021,9,1.42,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-09-01
UK,2021,10,1.55,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-10-01
UK,2021,11,1.55,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-11-01
UK,2021,12,1.55,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2021-12-01
UK,2022,1,1.68,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-01-01
UK,2022,2,1.68,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-02-01
UK,2022,3,1.68,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-03-01
UK,2022,4,2,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-04-01
UK,2022,5,2,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-05-01
UK,2022,6,2,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-06-01
UK,2022,7,1.95,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-07-01
UK,2022,8,1.95,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-08-01
UK,2022,9,1.95,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-09-01
UK,2022,10,1.82,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-10-01
UK,2022,11,1.82,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-11-01
UK,2022,12,1.82,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2022-12-01
UK,2023,1,1.72,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-01-01
UK,2023,2,1.72,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-02-01
UK,2023,3,1.72,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-03-01
UK,2023,4,1.75,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-04-01
UK,2023,5,1.75,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-05-01
UK,2023,6,1.75,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-06-01
UK,2023,7,1.8,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-07-01
UK,2023,8,1.8,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-08-01
UK,2023,9,1.8,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-09-01
UK,2023,10,1.68,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-10-01
UK,2023,11,1.68,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-11-01
UK,2023,12,1.68,IEA_GlobalPetrolPrices_compiled,monthly_interpolated,,2023-12-01
